Feature,Importance
osm_name_Hardwicke Street,5.843773262957505e-06
osm_name_Skelly's Lane,5.795044884251394e-06
osm_name_Bunratty Drive,5.776695277374538e-06
osm_name_Clonshaugh Crescent,5.748086792513645e-06
osm_name_Kilbarron Avenue,5.746299834750883e-06
osm_name_Ballyfermot Road,5.720559591170171e-06
osm_name_Meath Square,5.71611018417727e-06
osm_name_Mount Tallant Avenue,5.69942367241566e-06
osm_name_Galtymore Road,5.68744264285552e-06
osm_name_Ballymun Road,5.606505365901174e-06
osm_name_Windmill Park,5.592991549932831e-06
osm_name_Rutland Avenue,5.592445428193038e-06
osm_name_Molesworth Place,5.549540714745067e-06
osm_name_Chancery Place,5.540916155179388e-06
osm_name_The Hole in the Wall Road,5.498121870864994e-06
osm_name_Ballygall Place,5.475989440060629e-06
osm_name_Charlestown Place,5.460661428466952e-06
osm_name_St Donagh's Crescent,5.446926848547411e-06
